store,category,brand,product,full_product_text,price,sale_price,price_unit,per_unit_price,sale_per_unit_price,units,price_per_1,is_sale,data_last_refreshed_at,sale_valid_until
sobeys,flyer,PILLSBURY,PILLSBURY Cookies,PILLSBURY Cookies,,3.49,ea when you buy 2,,0.8154205607476637,100g,False,True,02/23/2023,03/01
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Lasagna,COMPLIMENTS Lasagna,,,each,,,100g,True,True,02/23/2023,03/01
sobeys,flyer,EXCEL,EXCEL Multipack Gum,EXCEL Multipack Gum,,3.99,each,,1.33,1ea,True,True,02/23/2023,03/01
sobeys,flyer,,CHRISTIE Peek Freans,CHRISTIE Peek Freans,,3.99,each,,1.4509090909090911,100g,True,True,02/23/2023,03/01
sobeys,flyer,,POWERADE,POWERADE,,,each,,,100ml,True,True,02/23/2023,03/01
sobeys,flyer,MAPLE LODGE FARMS,MAPLE LODGE FARMS Ultimate Chicken Sausages,MAPLE LODGE FARMS Ultimate Chicken Sausages,,5.99,each,,1.5973333333333333,100g,True,True,02/23/2023,03/01
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Crab or Lobster-Flavoured Alaskan Pollock,COMPLIMENTS Crab or Lobster-Flavoured Alaskan Pollock,,2.99,each,,1.3171806167400884,100g,True,True,02/23/2023,03/01
sobeys,flyer,PILLER'S,"PILLER'S Turkey Bites, Mini Pepperoni or Salami Sticks","PILLER'S Turkey Bites, Mini Pepperoni or Salami Sticks",,8.99,each,,2.9966666666666666,100g,True,True,02/23/2023,03/01
sobeys,flyer,,BELMONT Angus Beef Burgers or BUTTERBALL Turkey Burgers,BELMONT Angus Beef Burgers or BUTTERBALL Turkey Burgers,,10.99,each,,1.289906103286385,100g,True,True,02/23/2023,03/01
sobeys,flyer,WATSON RIDGE,"WATSON RIDGE Frozen Chicken Burgers, Strips or Popcorn","WATSON RIDGE Frozen Chicken Burgers, Strips or Popcorn",,9.99,each,,1.24875,100g,True,True,02/23/2023,03/01
sobeys,flyer,QUAKER,QUAKER HARVEST Crunch Cereal and Selected Varieties,QUAKER HARVEST Crunch Cereal and Selected Varieties,,4.49,each,,1.3815384615384616,100g,True,True,02/23/2023,03/01
sobeys,flyer,PANACHE,PANACHE Pasta Sauce,PANACHE Pasta Sauce,,5.99,each,,5.99,,True,True,02/23/2023,03/01
sobeys,flyer,CAMPBELL'S,CAMPBELL'S Broth,CAMPBELL'S Broth,,5.0,each,,2.5,,True,True,02/23/2023,03/01
sobeys,flyer,CLUB HOUSE,CLUB HOUSE Extracts,CLUB HOUSE Extracts,,3.99,each,,3.99,,True,True,02/23/2023,03/01
sobeys,flyer,VACHON,VACHON Snacks,VACHON Snacks,,7.0,each,,1.411290322580645,100g,True,True,02/23/2023,03/01
sobeys,flyer,THE HONEST CO.,THE HONEST CO. Baby Toiletries,THE HONEST CO. Baby Toiletries,,10.99,each,,10.99,,True,True,02/23/2023,03/01
sobeys,flyer,OLLY,OLLY Supplements & Multivitamins,OLLY Supplements & Multivitamins,,16.99,each,,0.4045238095238095,1ea,True,True,02/23/2023,03/01
sobeys,flyer,NESTLÉ,NESTLÉ Soothe'N Chew,NESTLÉ Soothe'N Chew,,6.99,ea when you buy 2 or more,,46.6,100g,False,True,02/23/2023,03/01
sobeys,flyer,KIJU,KIJU Beverages,KIJU Beverages,,2.99,each,,0.299,100ml,True,True,02/23/2023,03/01
sobeys,flyer,,fresh marinated and glazed meats,fresh marinated and glazed meats,,,each,,,,True,True,02/23/2023,03/01
sobeys,flyer,,Yogurt Cups,Yogurt Cups,,,each,,,,True,True,02/23/2023,03/01
sobeys,flyer,,Whole Cubano Dagwood Sandwich,Whole Cubano Dagwood Sandwich,,13.99,each,,1.4348717948717948,100g,True,True,02/23/2023,03/01
sobeys,flyer,,Yellow Peaches or Nectarines,Yellow Peaches or Nectarines,,2.99,/lb 6.59/kg,,2.99,,False,True,02/23/2023,03/01
sobeys,flyer,,Hot House Tomatoes,Hot House Tomatoes,,2.99,/lb 6.59/kg,,299.0,100g,False,True,02/23/2023,03/01
sobeys,flyer,,Green Onions,Green Onions,,1.49,each,,1.49,,True,True,02/23/2023,03/01
sobeys,flyer,,Iceberg Lettuce,Iceberg Lettuce,,2.99,each,,299.0,100g,True,True,02/23/2023,03/01
sobeys,flyer,,Celery,Celery,,3.49,each,,349.0,100g,True,True,02/23/2023,03/01
sobeys,flyer,,Yams,Yams,,1.88,/lb 4.14/kg,,1.88,,False,True,02/23/2023,03/01
sobeys,flyer,,Strawberries,Strawberries,,9.0,each,,900.0,100g,True,True,02/23/2023,03/01
sobeys,flyer,,Red Mangoes,Red Mangoes,,7.0,each,,0.35000000000000003,100g,True,True,02/23/2023,03/01
sobeys,flyer,,Mini Cucumbers,Mini Cucumbers,,8.0,each,,800.0,100g,True,True,02/23/2023,03/01
