store,category,brand,product,full_product_text,price,sale_price,price_unit,per_unit_price,sale_per_unit_price,units,price_per_1,is_sale,data_last_refreshed_at,sale_valid_until
food_basics,flyer,SELECTION,SELECTION MULTI PURPOSE OR BATHROOM CLEANER,SELECTION MULTI PURPOSE OR BATHROOM CLEANER,,5.0,each,,2.5,,True,True,03/16/2023,03/22
food_basics,flyer,,SELECTION PAPER PLATES OR BOWLS,SELECTION PAPER PLATES OR BOWLS,,3.99,EACH,,3.99,,False,True,03/16/2023,03/22
food_basics,flyer,SELECTION,SELECTION NAPKINS,SELECTION NAPKINS,,5.99,EACH,,5.99,,False,True,03/16/2023,03/22
food_basics,flyer,,SELECTION MEGA BATHROOM TISSUE OR ULTRA PAPER TOWEL,SELECTION MEGA BATHROOM TISSUE OR ULTRA PAPER TOWEL,,19.99,EACH,,19.99,,False,True,03/16/2023,03/22
food_basics,flyer,CLASSICO,CLASSICO PASTA SAUCE,CLASSICO PASTA SAUCE,,3.49,EACH,,3.49,,False,True,03/16/2023,03/22
food_basics,flyer,,NATURE VALLEY CHEWY BARS OR BETTY CROCKER FRUIT SNACKS,NATURE VALLEY CHEWY BARS OR BETTY CROCKER FRUIT SNACKS,,6.0,each,,3.0,,True,True,03/16/2023,03/22
food_basics,flyer,OLD EL PASO,OLD EL PASO SHELLS OR TORTILLAS,OLD EL PASO SHELLS OR TORTILLAS,,2.99,EACH,,2.99,,False,True,03/16/2023,03/22
food_basics,flyer,KRAFT,KRAFT SALAD DRESSING,KRAFT SALAD DRESSING,,3.49,EACH,,3.49,,False,True,03/16/2023,03/22
food_basics,flyer,,NUTELLA,NUTELLA,,5.99,EACH,,5.99,,False,True,03/16/2023,03/22
food_basics,flyer,CATELLI,CATELLI PASTA,CATELLI PASTA,,1.99,EACH,,1.99,,False,True,03/16/2023,03/22
food_basics,flyer,BAI,BAI FLAVOURED WATER,BAI FLAVOURED WATER,,5.0,each,,2.5,,True,True,03/16/2023,03/22
food_basics,flyer,,CHEEZ-IT SNAP'D OR TOWNHOUSE CRACKER,CHEEZ-IT SNAP'D OR TOWNHOUSE CRACKER,,2.99,EACH,,2.99,,False,True,03/16/2023,03/22
food_basics,flyer,VAN HOUTTE,VAN HOUTTE COFFEE PODS,VAN HOUTTE COFFEE PODS,,16.99,EACH,,16.99,,False,True,03/16/2023,03/22
food_basics,flyer,NESTLÉ,NESTLÉ NESQUIK,NESTLÉ NESQUIK,,4.99,EACH,,4.99,,False,True,03/16/2023,03/22
food_basics,flyer,OCEAN SPRAY,OCEAN SPRAY SPARKLING CRANBERRY BEVERAGE,OCEAN SPRAY SPARKLING CRANBERRY BEVERAGE,,5.99,EACH,,5.99,,False,True,03/16/2023,03/22
food_basics,flyer,REDBULL,REDBULL ENERGY DRINKS,REDBULL ENERGY DRINKS,,7.99,EACH,,7.99,,False,True,03/16/2023,03/22
food_basics,flyer,BETTY CROCKER,BETTY CROCKER BROWNIE MIX,BETTY CROCKER BROWNIE MIX,,2.99,EACH,,2.99,,False,True,03/16/2023,03/22
